Soil_Quality,Seed_Variety,Fertilizer_Amount_kg_per_hectare,Sunny_Days,Rainfall_mm,Irrigation_Schedule,Yield_kg_per_hectare
1.4905742856977824,0.6515377383555189,-0.3796910792471672,-0.555297346045762,-0.5860548590825879,-0.9302684910992162,683.7591188204516
1.210921455145835,-1.5348305111596448,1.4782081037789399,-0.9787184350129695,0.17667525441227303,0.9844871514449175,678.7148605635907
-0.7601814369572713,0.6515377383555189,-0.5184731930333185,-0.27206132229347146,-0.8352768502196221,1.4631760620809509,934.6919749097827
1.0547926742927267,0.6515377383555189,-1.0314433173264148,1.392460751538451,0.49118191915414283,0.9844871514449175,905.8425406975226
0.47085656202944887,0.6515377383555189,0.6656921693118965,-1.7507916677277953,-0.6853128303227968,0.505798240808884,897.5846653925028
-0.6445798189180637,0.6515377383555189,-0.9822805169825944,-0.4177685843989871,-0.40120736480304225,-0.45157958046318275,634.9782126125027
-0.25631284580657254,0.6515377383555189,-1.3430131198767679,-2.0051816185144897,0.37300020805540085,-0.9302684910992162,593.5453750204518
-0.3732888259768257,0.6515377383555189,-0.5454591570363219,2.057439213115698,-1.2093764490984609,-1.4089574017352495,750.353032543416
0.8029145201997212,0.6515377383555189,-0.13165445528394187,-0.19538084238154932,0.5479715395894118,0.027109330172850655,803.0086544751367
-0.9550108865715472,-1.5348305111596448,-1.2082657426092185,-0.860543589152779,1.28844738014142,1.4631760620809509,461.78859581874514
0.754062335259553,0.6515377383555189,-0.2948327142739225,0.8475188036462372,-0.08247309644949995,0.027109330172850655,819.2386208299946
0.03892261830631539,0.6515377383555189,0.1363189620415153,0.9209906203151264,0.0,0.027109330172850655,932.3365798878298
-1.1232414696932815,0.6515377383555189,1.417631799166706,1.686814519023479,-1.3463340757996523,0.9844871514449175,1106.0992831449616
-0.30219221698708393,-1.5348305111596448,1.4558902221522652,0.31292131255015065,-0.9159677942732526,0.9844871514449175,785.984797937323
0.8881064658558447,0.6515377383555189,1.4941653632631005,-0.28216222588126394,0.22365045573892922,0.505798240808884,1049.2448614212935
0.16398698770418724,-1.5348305111596448,1.5420531378264182,-1.1279966331367923,1.562275014338081,0.027109330172850655,436.2701602926131
-0.21940124364686459,-1.5348305111596448,-1.158163833697469,0.14863311180126862,-0.06144009606374139,0.027109330172850655,372.0940743929274
